Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,cleaned_review,sentiment
2703,kitchen witch,5,"THis is GREAT for my tablet, OMG I have SO MUCH STUFF on storage that it would take me forever to read, listen, and watch it all. Very nice. Very nice indeed.",30-01-2013,677,0,0,0,0,0.0,0.0,great tablet omg much stuff storage would take forever read listen watch nice nice indeed,positive
2704,Kitt Schilke,5,It went into my phone and stores my pictures well.  I just take it out and plug it into my laptop and transfer pictures.,20-03-2014,263,0,0,0,0,0.0,0.0,went phone store picture well take plug laptop transfer picture,positive
2705,Kjeep,5,WE use these in our phones to carry our favorite tunes or take lots of pictures.  They are excellent quality.,16-08-2013,479,0,0,0,0,0.0,0.0,use phone carry favorite tune take lot picture excellent quality,positive
2706,K. Jewell,5,"And this isn't an add for an apartment.  More room than I need, but I am bit OCD and tidy up my texts, emails, and picture often.  I think most woman might need a Terabyte Micro-SD card?  LOL, J/K ladies!!!",5/7/2013,521,0,0,0,0,0.0,0.0,isnt add apartment room need bit ocd tidy text email picture often think woman might need terabyte microsd card lol jk lady,positive
2707,kj,3,"I connected it to my galaxy S4, but every now and then (once or twice a week) it will eject from my phone and the phone will need to re read the card. It's not a big issue, but when it happens you may need to wait like 4 min for your files.It happens a lot less now that i dont use the powersaving funtion. Something about the powersaving on the phone seems to not deliver enough power to the card.",28-12-2013,345,0,0,0,0,0.0,0.0,connected galaxy every twice week eject phone phone need read card big issue happens may need wait like min filesit happens lot le dont use powersaving funtion something powersaving phone seems deliver enough power card,neutral
2708,"KJ Kumar ""KJ Kumar""",5,"Absolutely a perfect MicroSD Chip.4500 songs were transferred into it, effortlessly and I have  balance of about 50% of usable space.SanDisk is a synonym with all Engineers and I need not add any thing to glorify it.Thank you SanDisk thank you AMAZON.SincerelyKJ Kumar",15-09-2013,449,0,0,0,0,0.0,0.0,absolutely perfect microsd chip song transferred effortlessly balance usable spacesandisk synonym engineer need add thing glorify itthank sandisk thank amazonsincerelykj kumar,positive
2709,KK,5,"Works well with the tablet and htc phone, it doesn't need to do formatting. The devices recognized immediately with no problem. Recommended!",1/3/2014,282,0,0,0,0,0.0,0.0,work well tablet htc phone doesnt need formatting device recognized immediately problem recommended,positive
2710,KKJ,5,"lots of room on here for movies, video, if you need the space, this is it, and they offer more GB too",25-04-2013,592,0,0,0,0,0.0,0.0,lot room movie video need space offer gb,positive
2711,"KK ""verbal2afault""",5,"Always Buy More Memory is my new rule. This memory card is easy to use and captures loads of video, but you do need to download every PM. Works fine with my Mac, have not used it with a PC.",5/9/2014,94,0,0,0,0,0.0,0.0,always buy memory new rule memory card easy use capture load video need download every pm work fine mac used pc,positive
2712,K. Lai,5,Loaded songs for my bluetooth headset and it sounds great.  No issues so far.,7/12/2014,1,0,0,0,0,0.0,0.0,loaded song bluetooth headset sound great issue far,positive
2713,Klauss,5,"Works GREAT ! ! ! ! 100% compatible!!! Very fast on my Asus table, highly recommended for any kind of files, specially for movies because of its speed.",6/4/2013,611,0,0,0,0,0.0,0.0,work great compatible fast asus table highly recommended kind file specially movie speed,positive
2714,"K. Lechliter ""Walker Boh""",5,"Tony the Tiger has nothing on this deal. It was only $1 more for this chip than it is for the generic version from Micro Center, so I could not resist. I tossed this into a Samsung Galaxy Note II, which I also love.",1/4/2013,616,0,0,0,0,0.0,0.0,tony tiger nothing deal chip generic version micro center could resist tossed samsung galaxy note ii also love,positive
2715,K Lee,5,"With the adapter, I can use this with DSLRs and other video-capturing items that demand a lot of data transferred faster.  It's pretty crucial especially when you can snap off 10 to 15 photos per second to get some really good sequences and every little bit helps when your files are 8MB a piece.",12/7/2012,879,0,0,0,0,0.0,0.0,adapter use dslrs videocapturing item demand lot data transferred faster pretty crucial especially snap photo per second get really good sequence every little bit help file mb piece,positive
2716,Klew,4,"Something this small with so much information stored on it freaks me out. But I've had zero problems with it over the past year. The only issue I had is that the adapter that came with it did not work. The microsd card went into it kind of sidways like it was made wrong. Luckily I had another adapter lying around, and the sd card itself works perfectly and I've had no issues with data loss or corruption.",26-09-2013,438,0,0,0,0,0.0,0.0,something small much information stored freak ive zero problem past year issue adapter came work microsd card went kind sidways like made wrong luckily another adapter lying around sd card work perfectly ive issue data loss corruption,positive
2717,K lewis,5,"i was reading some reviews about this and honestly i really don't notice the speed. but the storage of it is epic. 64gb card +32gb phone = ... a lot of information.... and i save and store alot of things. For me its a great card to hold stuff and a speed i really don't noticed, However i want to add that this card is not slow i just don't notice the difference using a 32gb class4 vs 64gb class10 on a e890(optimums g PRO)",2/10/2014,67,0,0,0,0,0.0,0.0,reading review honestly really dont notice speed storage epic gb card gb phone lot information save store alot thing great card hold stuff speed really dont noticed however want add card slow dont notice difference using gb class v gb class eoptimums g pro,positive
2718,K. Lewis,5,This is a great addition to a tablet. I store and watch movies on it as well as music and pictures. It does everything it says it does in its description and i have had it for about a year with no issues at all. I cant really think of anything bad to mention at all except that its so much memory in much a small package it could be the easiest way to loose nearly 100 movies in a washing machine and not even notice.,4/12/2014,4,0,0,0,0,0.0,0.0,great addition tablet store watch movie well music picture everything say description year issue cant really think anything bad mention except much memory much small package could easiest way loose nearly movie washing machine even notice,positive
2719,"K. L. Palfi ""Pal, K""",5,best best best productreliableown a fewone isnt enoughgood price I guesswill prob buy more at some point,6/12/2013,367,0,0,0,0,0.0,0.0,best best best productreliableown fewone isnt enoughgood price guesswill prob buy point,positive
2720,Kluya,5,"I bought this to expand the capacity of my Galaxy S5 for music, pictures, and video. I plugged the card into the phone...and I have about 60GB more space. I don't notice any lag from the phone accessing files from this card as opposed to internal memory. It seems just as fast.",28-04-2014,224,1,0,1,1,1.0,0.206549314,bought expand capacity galaxy music picture video plugged card phoneand gb space dont notice lag phone accessing file card opposed internal memory seems fast,positive
2721,kmac,5,I have no complaints.  The micro SD is very fast and fits nicely into the adapter as well.  Great buy.,29-01-2014,313,0,0,0,0,0.0,0.0,complaint micro sd fast fit nicely adapter well great buy,positive
2722,K. Maglinte,5,I plugged this into my Galaxy S3 and the memory was read immediately without having to reformat the disc or do any other preparation. It was just plug and play. 32GB was plenty of space to put my music collection and still have space for recording HD video (in addition to the on board hard disc of the phone). The phone even prompted me as to change the default location of photos and videos.,10/2/2012,1032,0,0,0,0,0.0,0.0,plugged galaxy memory read immediately without reformat disc preparation plug play gb plenty space put music collection still space recording hd video addition board hard disc phone phone even prompted change default location photo video,positive
2723,K. Matney,5,"I bought this for my LG Optimus G Pro, to hold my 24 GB music collection - it works great.  It took a while to transfer all my music, but that can be expected.  Once I popped this into the phone and started us the music player, it found a cataloged all my music.  I don't like the latest default Android music player, but that's another story (and there are other music players you can download).",3/1/2014,339,0,0,0,0,0.0,0.0,bought lg optimus g pro hold gb music collection work great took transfer music expected popped phone started u music player found cataloged music dont like latest default android music player thats another story music player download,positive
2724,"K. McCall ""kdogg24""",5,"Works perfectly in my gopro black edition and offers a lot of space, very happy overall. would recommend to friends.",19-04-2014,233,0,0,0,0,0.0,0.0,work perfectly gopro black edition offer lot space happy overall would recommend friend,positive
2725,KM,4,Haven't had much time to place items on this card yet.  Formatted to my Samsung Galaxy Tab no problem.  Seems to do the job will keep you posted if problems arise?,18-12-2012,720,0,0,0,0,0.0,0.0,havent much time place item card yet formatted samsung galaxy tab problem seems job keep posted problem arise,positive
2726,"kmrotterdam ""kmrotterdam""",5,"Got a great price on this 64gb memory card. It works fine. The speed is OK, nothing blazing (took a few minutes to move 10gb of data), but it serves my purposes. It has been reliable for me over the past few months.",30-04-2013,587,0,0,0,0,0.0,0.0,got great price gb memory card work fine speed ok nothing blazing took minute move gb data serf purpose reliable past month,positive
2727,Knowidea,5,Writes & reads really fast. The card that came with my dash cam would pause about 11 seconds between files. With the Ultra there is only a one second pause. Now I won't be returning the dash cam. Highly recommend!,4/6/2013,552,0,1,1,-1,0.0,0.0,writes read really fast card came dash cam would pause second file ultra one second pause wont returning dash cam highly recommend,positive
2728,Knowledgable Reviewer,5,"It's 64GB and it's in my phone.  Really, that's all you need for a review.  What more could you want?  I have all my music, several movies and I can record stuff on camera at full HD without worrying about running out of space.  No issues at all.  Did I mention it's 64GB?",29-11-2013,374,0,0,0,0,0.0,0.0,gb phone really thats need review could want music several movie record stuff camera full hd without worrying running space issue mention gb,positive
2729,Koozie,5,"As a quick note, unless they're on sale, it's best to avoid buying these in big box stores because they almost always seem to be overpriced. I purchased three of these for family members for their Samsung S4 phones and they're all very happy and pleased with them.",17-01-2014,325,0,0,0,0,0.0,0.0,quick note unless theyre sale best avoid buying big box store almost always seem overpriced purchased three family member samsung phone theyre happy pleased,positive
2730,kos,5,"I needed this for my phone. I listen to a lot of music and 32 GB's is not enough. It took me a while to get it to work since my phone is older and not capable of working with Ex-Fat, but once I got that straightened out, it's worked great.",25-05-2013,562,0,0,0,0,0.0,0.0,needed phone listen lot music gb enough took get work since phone older capable working exfat got straightened worked great,positive
2731,Kosmic Kurt,5,"SanDisk  is consistently the best media out there.  It works ever time and is always compatible with all my devices.  I have never had an issue with SanDisk.  Quote simply, they just work.",31-12-2013,342,0,0,0,0,0.0,0.0,sandisk consistently best medium work ever time always compatible device never issue sandisk quote simply work,positive
2732,K. Quade,4,"Worked as advertized, loads fast.  Only problem was pulling it out of the adapter after Loading it on my computer.",14-12-2012,724,0,0,0,0,0.0,0.0,worked advertized load fast problem pulling adapter loading computer,positive
2733,K. Rahman,5,"Works great, I'm not a techie kind of person hence don't know if the speed and ratings are for real.. But it works for me",30-03-2014,253,0,0,0,0,0.0,0.0,work great im techie kind person hence dont know speed rating real work,positive
2734,Kratos101i,4,"the extra room on my phone is great but ive noticed since installing it that its a lil slow when transferring files from my phone to the card, its not like im sitting there forever but its a noticeable difference between my old card and this one",23-09-2012,806,0,0,0,0,0.0,0.0,extra room phone great ive noticed since installing lil slow transferring file phone card like im sitting forever noticeable difference old card one,positive
2735,Kris Bishop,4,Was very concerned when I realized this sd card was NOT the correct one for go pro.  But all seems ok at this time.,17-06-2014,174,0,0,0,0,0.0,0.0,concerned realized sd card correct one go pro seems ok time,positive
2736,Krishna,5,Bought this to add additional memory to my Nokia Lumia 520 and works great as soon as I popped in the card.,27-12-2013,346,1,0,1,1,1.0,0.206549314,bought add additional memory nokia lumia work great soon popped card,positive
2737,Krishnan,5,works as advertised. Using this with Q10 which supports only 32gb. So far no issues. totally happy with the purchase.,27-08-2013,468,0,0,0,0,0.0,0.0,work advertised using q support gb far issue totally happy purchase,positive
2738,Kris Kluge,5,Scan Disk 64 Gig for under $40 there was nothing to decide.  I spent the money and was glad i did.,4/6/2014,187,0,0,0,0,0.0,0.0,scan disk gig nothing decide spent money glad,positive
2739,Krist,5,"really fast memory card, go along well with the GoPro. front side feels great in the hand so you won't forget to put it in the save area when you are grabbing it",22-05-2013,565,0,0,0,0,0.0,0.0,really fast memory card go along well gopro front side feel great hand wont forget put save area grabbing,positive
2740,KRISTOFFER FEATHERINGHAM,5,"Had had this for about 6 months now and it's in my Samsung Galaxy S4.  Haven't had any storage issues and it was a breeze to put in the phone.  I went with SanDisk because of their reputation and reliability.  Sure... I could have gone a little cheaper in price, but it wasn't all that expensive to start with, so why not spend a little extra and get something that will last.",1/7/2014,160,0,0,0,0,0.0,0.0,month samsung galaxy havent storage issue breeze put phone went sandisk reputation reliability sure could gone little cheaper price wasnt expensive start spend little extra get something last,positive
2741,"Kristopher D. Michaels ""The Nightwalker of CA""",5,"Works great and it is so nice to have enough space for all my movies and books, comics and such that I like to keep on my tablet.",12/11/2013,391,0,0,0,0,0.0,0.0,work great nice enough space movie book comic like keep tablet,positive
2742,Kristopher Rattansingh,5,"I love these cards, 3rd one I've bought now. Never any buffer issues from my GoPro Hero3+, Nikon v1 nor Nikon 5200.",26-03-2014,257,0,0,0,0,0.0,0.0,love card rd one ive bought never buffer issue gopro hero nikon v nikon,positive
2743,K. Rodriguez,1,"This card only lasted two weeks before it began giving read errors. I used it in a dash cam and no matter how many times I formatted, it would only record for about a minute before failing again. I picked up a PNY card since and it has worked beautifully. Unfortunately, I've been swamped and forgot to return this card before my 30 days. Not happy about that!",8/9/2013,456,0,0,0,0,0.0,0.0,card lasted two week began giving read error used dash cam matter many time formatted would record minute failing picked pny card since worked beautifully unfortunately ive swamped forgot return card day happy,negative
2744,"KSamalik ""Kyle""",5,"I bought this with the sole intention of putting it in my Samsung Galaxy S3. I had to use a tool to format the card to FAT32, but once I did so, the card worked great. I have been taking advantage of the extra room I have for music, videos, pictures, etc. The SD adapter that comes with this is also handy.The transfer speeds didn't feel like class 10 when connected and transferred files from my computer, but my computer is 5 years old, so it's very possible that it's the problem. Other than that, I'm completely satisfied.",22-04-2013,595,0,0,0,0,0.0,0.0,bought sole intention putting samsung galaxy use tool format card fat card worked great taking advantage extra room music video picture etc sd adapter come also handythe transfer speed didnt feel like class connected transferred file computer computer year old possible problem im completely satisfied,positive
2745,K. Siler,5,"A lot of the other class 10 micro SD cards that came out seemed to have issues after a year of usage.  This one works great in my Galaxy S3.  I also like the color on the card, so much better than just black! So stylish. (except it's hiding inside the back of my phone)  Maybe I should make a clear window just where the micro SD card is.  So everyone knows I am using the SanDisk Ultra class 10. hmm",6/3/2013,642,0,0,0,0,0.0,0.0,lot class micro sd card came seemed issue year usage one work great galaxy also like color card much better black stylish except hiding inside back phone maybe make clear window micro sd card everyone know using sandisk ultra class hmm,positive
2746,K. Sims,5,"This tiny little card fit right into the slot on a Samsung Galaxy Tab 2 7.0.The tablet recognized it right away and after some tweaking we are using the card as a storage backup for music, photos and video.",6/5/2014,216,0,0,0,0,0.0,0.0,tiny little card fit right slot samsung galaxy tab tablet recognized right away tweaking using card storage backup music photo video,positive
2747,"K. Smith ""&#34;SK&#34;""",5,I just removed the back cover and plugged this into our new Galaxy S4 and the phone recognized it immediately (indicated had 59.47GB of storage available on SD card) ... I loaded some pics and videos on it for good measure and it works fine...recognized the SDXC.  I assume it is file system formatted for exFAT.,27-04-2013,590,1,0,1,1,1.0,0.206549314,removed back cover plugged new galaxy phone recognized immediately indicated gb storage available sd card loaded pic video good measure work finerecognized sdxc assume file system formatted exfat,positive
2748,"ksm ""k_man""",5,"Works well.  Came with an SD adapter and I'm using it in a portable video camera.  Captures everything, even 1080p at 30 fps just fine.  No rate issues.",17-10-2012,782,0,0,0,0,0.0,0.0,work well came sd adapter im using portable video camera capture everything even p fps fine rate issue,positive
2749,KSY,4,"I tested it in several UHS-1 compliant devices and found the write speed at 11-12 MByte/Second. Sounds fine for a class 10 card but this is not what I was paying for. I don't expect it to run anywhere close to UHS-1 interface speed (104 MB/S) but it should be close to 30 MB/S as the manufacturer advertised. I have a lot more choices if I am only looking for a class 10 card.Indeed, microSD cards are usually slower than full-size SD card. They use the same Flash controller so the reason is really microSD cards use slower NAND Flash. Manufacturers know you are not going to use microSD cards in high-speed SLRs so they get to sell you lower quality NAND at a premium. My advice to you the photography enthusiasts is to buy full-size SD cards rather than microSD cards with adaptors.That said, the compatibility is great. It works great with my tablets, PCs, GPSs and phones. That is what I like about SanDisk. They do thorough compatibility tests before product release.",28-12-2012,710,1,0,1,1,1.0,0.206549314,tested several uhs compliant device found write speed mbytesecond sound fine class card paying dont expect run anywhere close uhs interface speed mb close mb manufacturer advertised lot choice looking class cardindeed microsd card usually slower fullsize sd card use flash controller reason really microsd card use slower nand flash manufacturer know going use microsd card highspeed slrs get sell lower quality nand premium advice photography enthusiast buy fullsize sd card rather microsd card adaptorsthat said compatibility great work great tablet pc gps phone like sandisk thorough compatibility test product release,positive
2750,ktr,5,works great in my galaxy s4,7/1/2014,335,0,0,0,0,0.0,0.0,work great galaxy,positive
2751,Kunchok,5,"If price is also double of 64 GB card, then it goes straight to my shopping cart. Otherwise it will remain in my wish list.",25-02-2014,286,8,110,118,-102,0.06779661,0.034751175,price also double gb card go straight shopping cart otherwise remain wish list,positive
2752,"Kurt Thomas ""Adventurous type""",5,"I needed a large capacity, dependable high speed card for my action cam on a fishing trip and this card delivered in spades! Recording and playback were flawless.",25-01-2014,317,0,0,0,0,0.0,0.0,needed large capacity dependable high speed card action cam fishing trip card delivered spade recording playback flawless,positive
2753,KWhite,5,"I Finally took the plunge and got this guy. I was worried it wouldn't work with my Samsung Galaxy Tab 2 10.1.  After reading some of the reviews how people 'got it working', I finally decided to give it a try.First of all, I want to say there was no 'getting it to work'.  I put it in and it recognized it immediately.  I didn't have to pre-format it or do anything hokey with it.  I used the tablet to format it anyways (there might be some optimization things that can happen), but it work!  Now, I can load all my songs and movies onto one card as opposed to keeping them on two and swapping between them.Hey Samsung, why don't you make a tablet that holds more than one microSD card?  I'd buy it.*********** Update **************I bought another one to go in my Galaxy S5 for $40.  Even though the 128GB will work in the phone, I couldn't see paying literally 3x more for only twice the memory.  So these work great!",24-07-2013,502,1,0,1,1,1.0,0.206549314,finally took plunge got guy worried wouldnt work samsung galaxy tab reading review people got working finally decided give tryfirst want say getting work put recognized immediately didnt preformat anything hokey used tablet format anyways might optimization thing happen work load song movie onto one card opposed keeping two swapping themhey samsung dont make tablet hold one microsd card id buy update bought another one go galaxy even though gb work phone couldnt see paying literally x twice memory work great,positive
2754,KY,3,"I bought two pieces and they were working well, but after filling one of them with videos, the entire card just failed. I was unable to reformat it, even by using Partition Magic. Otherwise the other one is working just fine.",30-12-2012,708,0,0,0,0,0.0,0.0,bought two piece working well filling one video entire card failed unable reformat even using partition magic otherwise one working fine,neutral
2755,Kyle A,5,"I purchased this to extend my Windows Phone 8 device's memory, and basically put all my music on.  At first, the phone wouldn't recognise the card, but it worked everywhere else I tested it.  Then I had Verizon replace the phone and the card worked perfectly.  No complaints about the performance, and it provides plenty of space for pictures and music.",26-06-2014,165,0,0,0,0,0.0,0.0,purchased extend window phone device memory basically put music first phone wouldnt recognise card worked everywhere else tested verizon replace phone card worked perfectly complaint performance provides plenty space picture music,positive
2756,Kyle C,5,I hate how people complain the transfer speed isn't the &#34;promised&#34;  30/mbs. It even says in the fine print that it depends on the product you are using the card on. I bought this to upgrade my Galaxy Note 2s memory. Bought on sale for about 20$ and Amazon credited me the difference when it went on sale a week later for 17$. Very satisfied great product and great customer service. Thanks Amazon!,12/5/2013,575,0,0,0,0,0.0,0.0,hate people complain transfer speed isnt promised mb even say fine print depends product using card bought upgrade galaxy note memory bought sale amazon credited difference went sale week later satisfied great product great customer service thanks amazon,positive
2757,Kyle,5,"I have a 4gb and an 8gb micro sd card so I finally had to upgrade since I was getting close to filling up both cards. The micro sd arrived a week before so I do recommend these guys.Update--So for some reason the sd card wants to be dumb and work and not work with my phone (Motorola Razr M). Now I know it's not the phone because it works perfectly fine with the other sd cards I have. I haven't contacted the sellers yet, but probably will soon if it continues to act up.",28-06-2013,528,0,0,0,0,0.0,0.0,gb gb micro sd card finally upgrade since getting close filling card micro sd arrived week recommend guysupdateso reason sd card want dumb work work phone motorola razr know phone work perfectly fine sd card havent contacted seller yet probably soon continues act,positive
2758,Kyle,5,"SanDisk has always made reliable products, and this offers good speed, as expected capacity, and good price for its capacity",31-01-2014,311,0,0,0,0,0.0,0.0,sandisk always made reliable product offer good speed expected capacity good price capacity,positive
2759,Kyle Kamperschroer,5,"There really isn't a whole lot to say about this. The amount of storage space is fantastic.There are options for using this on older devices, that don't necessarily support MicroSDXC formats. Windows, by default, will only allow you to format the card as exFat or NTFS. These formats will work for most new devices, but some may have issue.If you use FAT32 as the filesystem instead, you can use this card for older devices, and it still works great with Android. I've been using this card on my old Sandisk Sansa Fuze (running Rockbox) and it works great. I was not expecting that, but I am very happy with it!",29-08-2013,466,0,0,0,0,0.0,0.0,really isnt whole lot say amount storage space fantasticthere option using older device dont necessarily support microsdxc format window default allow format card exfat ntfs format work new device may issueif use fat filesystem instead use card older device still work great android ive using card old sandisk sansa fuze running rockbox work great expecting happy,positive
2760,"Kyle ""KYle""",5,Samsung gives you the ability to install apps on your SD card with Galaxy devices. I had a class 4 SD card before and initially blamed the tablet. I thought I was going to have to get it replaced. It was the SD card.I got this SD card and have yet to experience any issues! Love this thing!,14-03-2014,269,0,0,0,0,0.0,0.0,samsung give ability install apps sd card galaxy device class sd card initially blamed tablet thought going get replaced sd cardi got sd card yet experience issue love thing,positive
2761,Kyle R McCombs,5,"Works perfect, Price is perfect, Cant beat it! I bought this for my Galaxy Note 10.1 and I now have about 48GB total of storage!",23-11-2013,380,0,0,0,0,0.0,0.0,work perfect price perfect cant beat bought galaxy note gb total storage,positive
2762,kYpondman,5,I purchased this for my Samsung Galaxy lllS.  I never have to worry about running out of storage capacity.  Thousands of songs don't even make a dent.,15-02-2014,296,0,0,0,0,0.0,0.0,purchased samsung galaxy llls never worry running storage capacity thousand song dont even make dent,positive
2763,kyuumu,5,I bought two of these for mine and my husbands phones. They work awesomely so far. Gaining access is quick and there is lots of space. I would recommend this product to others.,13-11-2013,390,0,0,0,0,0.0,0.0,bought two mine husband phone work awesomely far gaining access quick lot space would recommend product others,positive
2764,L11,5,bought this to replace a faulty card on my phone and it works great. haven't had any performance or corruption issues with it at all.,6/7/2014,155,0,0,0,0,0.0,0.0,bought replace faulty card phone work great havent performance corruption issue,positive
2765,"L7 ""Tech Head""",1,"I bought this for my Android phone and it kept stating ""media scanning"" over and over, even when the device was on or not even restarted. I thought it was the phone and was so annoyed. Then did a search and found that several others got a duds from this same batch off amazon. So not only did I pay for this, now I have a useless 32gb card that refuses to hold music on my phone, or anywhere else. I loaded a 4gb card in the same device and it only scans media when restarted and does not lag at all. The phone can hold up to 32 gb too. If you don't believe me, go onto the Sandisk message boards and look. It's a dud. So disappointing.",28-07-2013,498,1,0,1,1,1.0,0.206549314,bought android phone kept stating medium scanning even device even restarted thought phone annoyed search found several others got dud batch amazon pay useless gb card refuse hold music phone anywhere else loaded gb card device scan medium restarted lag phone hold gb dont believe go onto sandisk message board look dud disappointing,negative
2766,Lacey,5,I got this for my gopro hero 3. Works great and reads/ writes fast. Customer service was also awesome as well.,13-08-2013,482,0,0,0,0,0.0,0.0,got gopro hero work great read writes fast customer service also awesome well,positive
2767,Ladychaos1,5,Much cheaper than in the store and is just as described in the listing. I like it and would order again. Perfect fit,11/9/2013,453,0,0,0,0,0.0,0.0,much cheaper store described listing like would order perfect fit,positive
2768,Lady Lena,5,It looks like what's it's supposed to look like.  It does what's it's supposed to do.  I got it for quite a decent price and in timely manner.  #goodstuff,25-03-2014,258,0,0,0,0,0.0,0.0,look like whats supposed look like whats supposed got quite decent price timely manner goodstuff,positive
2769,Lainna,5,There is not much more you can ask for than that. I will be buying more for my airport boredom fighting collection.,15-02-2014,296,0,0,0,0,0.0,0.0,much ask buying airport boredom fighting collection,positive
2770,Lakes02,5,I don't know why but I just needed some space. This provided me with the space to put all my extra stuff that does not physically exist...but it exists in the realm of awesome stuff. I have space now. It worked great. I have more memory now. oh joy.,25-04-2014,227,0,0,0,0,0.0,0.0,dont know needed space provided space put extra stuff physically existbut exists realm awesome stuff space worked great memory oh joy,positive
2771,Lance Alexander,5,I bought a SanDisk SSD for my computer.  It's fast for the price.  I feel confident that anything I order made by SanDisk will be of the same quality.,25-10-2013,409,0,0,0,0,0.0,0.0,bought sandisk ssd computer fast price feel confident anything order made sandisk quality,positive
2772,"Landon McNeill ""landoman1""",5,I got an amazing price and this is an amazing product. 64 gigs is a lot of memory. I don't think I'm ever going to fill it up but it's nice to have it. It has given me no problem so far.,13-01-2014,329,0,0,0,0,0.0,0.0,got amazing price amazing product gig lot memory dont think im ever going fill nice given problem far,positive
2773,Landon's mimi,5,"Lot's of storage for little money. There is nothing not to like...except I have to keep writing words because there is a minimum required to rate products on Amazon (probably the only thing I don't like about Amazon). I don't like that, but this was a great deal.",6/5/2014,216,0,0,0,0,0.0,0.0,lot storage little money nothing likeexcept keep writing word minimum required rate product amazon probably thing dont like amazon dont like great deal,positive
2774,L. Angier,4,"CompactFlash is just about perfect to use in a camera in the field. As the size shrinks, so does one's ability to easily handle the card. SD is getting marginal as far as usability in the field. Forget about changing a Micro SDHC card unless you are back at your computer! Too small to handle and easy to drop and loose!However, with the 32GB and 64GB cards, that's not quite an issue especially if you leave the card in the camera! The camera is larger than the card my a great deal. Set it down and it's a lot easier to find and handle than a micro card (shown twice as large as life when I was writing this review).My cards came with SD adaptors so that they would be useable in my work flow, a plus. Also, within the adaptor, I can use the card in devices with SD slots and download using my existing readers.",6/2/2013,670,0,0,0,0,0.0,0.0,compactflash perfect use camera field size shrink one ability easily handle card sd getting marginal far usability field forget changing micro sdhc card unless back computer small handle easy drop loosehowever gb gb card thats quite issue especially leave card camera camera larger card great deal set lot easier find handle micro card shown twice large life writing reviewmy card came sd adaptor would useable work flow plus also within adaptor use card device sd slot download using existing reader,positive
2775,"Laron Taylor ""laronvonbaron""",3,I have a problem with the size of these mini cards --they are hard to hold on to  and get in and out of my drift cameras they get stuck all the time,28-08-2013,467,0,0,0,0,0.0,0.0,problem size mini card hard hold get drift camera get stuck time,neutral
2776,Larry Arellano,5,Using a pair of these in a Nikon P700 and D5000 cameras. The run fast and store pics just fine.,26-03-2014,257,0,0,0,0,0.0,0.0,using pair nikon p camera run fast store pic fine,positive
2777,"Larry Butler Ampz Electronics ""Larry""",5,"I bought the 64GB Ultra card to increase storage on my Acer A500 Android Ice Cream Sandwich 4.0.3 tablet.  It didn't work as Android doesn't support its native exFAT formatting from the factory.  Insert the card into an SD adapter and plug it into a PC or Laptop under real Windows.  Reformat this card to the NTFS format with Windows Format utility and Android can then read and write any size file, even files over 5GB, to and from this card.  You do NOT need to root or modify the Android tablet in any way, except to have ver 4.0.3 operating system on it.  This product is very fast reading and writing and has proven very reliable...a great value in some really serious storage space.",18-01-2013,689,1,0,1,1,1.0,0.206549314,bought gb ultra card increase storage acer android ice cream sandwich tablet didnt work android doesnt support native exfat formatting factory insert card sd adapter plug pc laptop real window reformat card ntfs format window format utility android read write size file even file gb card need root modify android tablet way except ver operating system product fast reading writing proven reliablea great value really serious storage space,positive
2778,Larry Epperson,5,"I put this in my Galaxy S4 phone for extra storage and it works perfectly.  I copied my music collection (about 5000 MP3 songs) and put 20 MP4 movies on it with room to spare.  Very handy for listening and watching while traveling on a plane.  The phone likes it, the computer likes it, so I like it.",19-01-2014,323,0,0,0,0,0.0,0.0,put galaxy phone extra storage work perfectly copied music collection mp song put mp movie room spare handy listening watching traveling plane phone like computer like like,positive
2779,"Larry Fletcher ""The Fletch""",5,What can I say.  It was a good price and a large capacity card.  It hasn't posed any problems and I use it every day in my Galaxy Note II.,12/9/2012,817,1,1,2,0,0.5,0.094531206,say good price large capacity card hasnt posed problem use every day galaxy note ii,positive
2780,Larry,3,"I owned one of these for a year before it lost its ability to write to itself. This was very disappointing, but not a deal breaker for me because San Disk products are usually built to last. I believe I just received a bad one from the batch that mine came from.",15-12-2013,358,0,0,0,0,0.0,0.0,owned one year lost ability write disappointing deal breaker san disk product usually built last believe received bad one batch mine came,neutral
2781,Larry,5,"What can you say about a chip? It works, it's fast and has been trouble free. A great product at a great price.",23-04-2013,594,0,0,0,0,0.0,0.0,say chip work fast trouble free great product great price,positive
2782,Larry Hultquist,5,"Works great. Adapter makes it easy to load music, ebooks, pictures and movies onto card for use on a phone or tablet.",2/9/2014,97,0,0,0,0,0.0,0.0,work great adapter make easy load music ebooks picture movie onto card use phone tablet,positive
2783,LarryLMedina,5,What can I say? It's a memory card! Bought for my BlackBerry Z10 some months back. OEM quality. The price was right. Arrived in retail packaging. I recommend this seller and this product.,15-05-2013,572,0,0,0,0,0.0,0.0,say memory card bought blackberry z month back oem quality price right arrived retail packaging recommend seller product,positive
